,1385_at,31622_f_at,32821_at,33919_at,34407_at,35766_at,36130_f_at,37157_at,39081_at,39594_f_at,39640_at,40087_at,40103_at,40445_at,40567_at,40767_at,40848_g_at,41165_g_at,41176_at,41209_at,41423_at,41454_at,41745_at,41771_g_at,41792_at,41827_f_at,575_s_at,677_s_at,700_s_at,870_f_at,927_s_at,973_at,988_at,632_at,179_at,41296_s_at,41416_at,39916_r_at,1199_at,39155_at,553_g_at,36681_at,41106_at,38080_at,1180_g_at,41171_at,32749_s_at
69,250.5,94.4,168.7,129.3,396.1,901.7,345.1,101.0,312.9,383.3,243.6,20.0,813.7,174.2,20.0,163.0,159.6,584.1,349.2,196.6,20.0,164.0,2748.1,20.0,92.4,2096.7,20.0,109.5,1395.5,489.0,754.3,123.5,106.0,20.0,283.0,20.0,293.6,2183.1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
70,112.0,207.0,226.4,129.5,474.5,803.1,563.6,105.4,316.8,440.8,143.7,196.2,1192.3,196.8,495.1,314.3,211.1,3964.9,606.9,137.5,268.3,283.5,3157.4,643.0,126.8,3540.9,477.8,92.9,20.0,592.6,20.0,99.4,57.4,20.0,108.6,22.2,147.2,2276.3,20.0,20.0,20.0,20.0,36.2,20.0,20.0,20.0,949.2
71,175.5,441.5,20.0,103.8,401.5,471.7,1004.5,117.7,402.2,545.8,233.9,241.0,667.9,176.7,209.0,68.4,20.0,20.0,285.6,131.0,331.1,172.2,3881.6,751.9,106.1,5531.9,721.1,112.7,2063.1,729.2,886.3,68.3,76.6,20.0,221.3,20.0,173.5,20.0,20.0,20.0,20.0,129.1,20.3,20.0,20.0,20.0,742.3
72,20.0,598.2,237.2,110.9,479.2,20.0,967.9,251.1,20.0,539.2,284.4,20.4,1110.9,97.1,520.4,158.6,175.9,3223.5,264.4,87.2,271.0,268.1,4522.7,225.8,89.4,5783.3,410.6,225.5,1348.5,20.0,549.0,146.9,72.5,20.0,58.3,20.0,50.0,20.0,20.0,20.0,20.0,22.5,35.8,20.0,20.0,20.0,20.0
73,388.2,20.0,62.6,390.0,473.2,20.0,961.7,111.1,518.0,20.0,248.8,116.3,911.1,80.6,300.3,287.3,238.4,785.2,514.1,86.0,20.0,276.7,3198.6,735.3,71.9,2917.8,20.0,184.6,2119.5,1089.9,960.5,74.3,27.6,20.0,233.1,20.0,27.9,1976.1,20.0,20.0,20.0,21.6,99.5,20.0,20.0,20.0,20.0
74,228.8,411.6,71.2,20.0,388.2,702.5,421.5,68.2,462.3,303.0,80.6,20.0,1492.3,20.0,430.7,357.6,210.4,1245.7,20.0,152.1,277.7,243.5,2249.7,333.0,60.5,2331.2,20.0,155.6,2054.6,656.0,1196.5,113.1,20.0,20.0,118.7,20.0,20.0,2296.8,20.0,20.0,20.0,202.9,63.1,20.0,20.0,20.0,20.0
75,419.0,20.0,48.0,20.0,489.0,20.0,944.8,180.4,478.2,635.8,221.9,123.1,940.3,80.9,261.8,280.1,184.8,872.2,508.0,91.3,20.0,253.3,3373.2,726.7,96.8,3088.2,20.0,229.7,2230.4,1004.6,946.5,81.9,32.5,20.0,306.0,20.0,20.0,2135.1,20.0,20.0,20.0,20.0,87.8,20.0,20.0,20.0,20.0
76,478.9,20.0,99.6,20.0,20.0,20.0,20.0,111.5,20.0,20.0,271.8,65.5,853.8,58.6,382.1,220.8,143.7,761.1,451.2,112.1,279.5,219.0,4666.8,513.5,109.1,4761.3,407.0,20.0,2101.9,20.0,937.6,189.3,28.9,20.0,272.5,29.9,20.0,20.0,20.0,20.0,20.0,20.0,99.7,20.0,20.0,20.0,20.0
77,394.2,20.0,70.3,400.1,496.4,20.0,958.8,132.0,497.3,526.2,313.1,152.4,986.5,88.9,273.5,266.9,235.1,889.2,598.1,87.2,20.0,294.4,3022.5,784.8,70.6,2598.6,718.2,234.3,2240.3,1216.3,927.4,77.9,44.8,20.0,209.0,20.0,36.4,1903.8,20.0,20.0,20.0,20.0,108.0,20.0,20.0,20.0,20.0
78,535.5,585.1,48.3,20.0,20.0,81.3,755.9,136.2,485.7,369.8,343.5,72.5,576.9,41.5,474.0,209.2,20.0,1230.1,188.9,147.7,20.0,156.1,3713.8,228.3,88.5,4928.5,128.4,317.7,401.8,334.1,215.2,20.0,28.0,20.0,108.4,20.0,20.0,2092.1,20.0,20.0,20.0,31.0,34.3,20.0,20.0,20.0,20.0
79,338.3,20.0,68.0,20.0,542.3,417.0,20.0,92.0,20.0,20.0,251.3,29.0,1419.6,20.0,20.0,236.8,246.9,2248.7,429.4,230.0,268.3,95.5,2404.9,395.1,114.2,3009.8,632.3,309.5,2083.8,1135.2,1067.2,170.4,115.1,20.0,185.3,28.0,20.0,1630.9,20.0,20.0,20.0,20.0,165.7,20.0,20.0,346.3,20.0
80,583.7,537.2,36.9,20.0,20.0,574.0,952.6,74.7,407.7,20.0,100.5,122.0,1476.5,113.4,20.0,319.6,20.0,502.3,763.9,262.9,219.2,254.6,2574.2,453.3,45.3,2515.0,512.7,20.0,1308.5,731.0,606.6,137.7,123.3,20.0,119.6,20.0,20.0,2099.1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,352.3,20.0
81,20.0,20.0,72.1,20.0,411.9,609.6,987.6,94.8,20.0,20.0,92.6,20.0,984.8,48.2,462.9,231.0,142.0,2169.7,142.7,150.9,321.5,167.7,3718.8,315.9,131.6,4758.7,317.4,20.0,1580.2,20.0,832.5,103.1,39.8,20.0,177.5,66.7,20.0,20.0,20.0,20.0,20.0,119.3,119.3,20.0,20.0,20.0,20.0
82,20.0,554.0,78.6,299.1,372.6,421.0,770.9,77.8,20.0,20.0,204.3,20.0,962.5,56.3,419.7,246.4,139.8,1978.8,200.9,171.9,20.0,138.6,2964.3,349.9,111.8,3237.0,222.8,20.0,1638.5,1145.9,705.5,20.0,43.5,20.0,223.1,39.2,20.0,20.0,20.0,20.0,20.0,56.3,104.8,20.0,20.0,20.0,20.0
83,103.9,253.1,257.6,197.3,323.4,20.0,441.1,75.6,427.7,362.3,85.6,20.0,1286.4,20.0,430.3,67.8,20.0,1397.9,20.0,20.0,231.9,188.9,20.0,578.6,102.6,2822.1,585.2,108.8,2379.6,958.0,20.0,104.9,20.0,20.0,263.8,43.0,123.2,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,362.3,722.1
84,103.6,20.0,43.5,20.0,318.8,291.0,20.0,52.6,20.0,20.0,191.2,39.2,796.4,164.0,20.0,109.1,25.1,235.8,146.5,176.8,20.0,259.2,3217.3,128.5,20.0,943.7,232.8,103.3,268.6,20.0,315.8,109.3,20.0,20.0,311.3,85.1,20.0,20.0,20.0,20.0,20.0,20.0,65.6,20.0,20.0,20.0,20.0
85,482.4,333.1,67.3,20.0,20.0,717.4,576.8,93.0,282.5,580.0,150.5,59.6,626.5,160.5,20.0,389.0,20.0,1115.5,338.7,112.3,290.6,20.0,20.0,147.9,98.3,5229.9,184.6,299.3,20.0,441.5,20.0,106.8,72.4,20.0,259.5,66.1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
86,412.8,457.1,124.5,20.0,253.3,860.4,831.3,44.1,326.8,653.3,24.7,182.2,1013.9,120.4,383.4,20.0,209.7,266.5,20.0,123.9,206.8,63.3,3831.9,20.0,89.9,2354.2,449.2,20.0,20.0,941.9,20.0,127.0,134.8,20.0,266.8,28.7,20.0,20.0,20.0,20.0,20.0,38.1,31.2,20.0,20.0,20.0,20.0
87,20.0,20.0,124.7,300.3,127.7,1120.5,685.5,59.8,326.8,499.3,88.3,42.8,917.4,94.9,313.1,20.0,70.5,312.1,20.0,50.7,226.7,194.1,2196.9,759.6,132.0,972.8,509.8,91.9,1305.5,1173.1,717.4,135.6,99.9,20.0,221.7,39.2,443.3,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
88,20.0,605.7,137.7,285.6,125.7,1017.8,775.1,69.2,448.6,20.0,59.9,25.1,867.1,57.7,344.3,20.0,76.4,480.2,20.0,37.5,153.1,202.3,2374.1,755.6,108.0,1350.5,460.5,118.8,1462.7,1021.8,580.8,86.0,59.3,20.0,137.6,46.0,411.9,20.0,20.0,20.0,20.0,20.0,50.0,20.0,20.0,20.0,20.0
89,504.0,550.1,89.2,307.9,105.6,859.5,683.5,110.9,322.6,478.1,159.1,47.0,777.2,84.2,317.7,20.0,72.2,286.3,20.0,71.6,161.8,207.0,1589.3,902.7,82.8,983.4,661.1,88.1,1163.0,825.1,535.3,96.3,89.9,20.0,101.3,20.0,393.9,2418.8,20.0,20.0,20.0,20.0,29.7,20.0,20.0,20.0,939.8
90,504.6,20.0,20.0,181.0,20.0,1044.7,1033.4,40.3,20.0,390.3,183.7,48.9,1053.7,69.4,182.5,202.8,125.6,20.0,236.6,93.7,152.4,198.6,3463.0,226.4,100.3,20.0,332.4,267.6,1184.3,1274.3,719.4,112.0,48.7,20.0,144.3,50.1,158.2,20.0,20.0,20.0,20.0,37.9,55.9,20.0,20.0,20.0,20.0
91,20.0,20.0,20.0,387.9,20.0,20.0,20.0,49.1,20.0,20.0,91.7,43.9,1456.8,139.9,490.1,191.3,270.9,991.1,668.6,59.2,224.7,20.0,20.0,124.4,105.3,3768.4,583.7,113.2,1036.3,20.0,669.2,97.0,99.7,20.0,20.0,79.3,24.8,2404.9,20.0,20.0,20.0,122.7,101.8,20.0,20.0,20.0,20.0
92,297.3,239.3,20.0,20.0,486.4,1029.7,396.0,36.7,169.8,444.9,126.2,85.5,1301.8,20.0,223.7,50.3,166.1,2383.7,145.2,20.0,318.7,314.7,20.0,20.0,141.8,20.0,320.2,86.0,20.0,443.3,20.0,76.2,20.0,20.0,176.7,86.9,455.8,20.0,20.0,20.0,20.0,32.1,34.4,20.0,20.0,20.0,20.0
93,301.1,20.0,167.2,20.0,20.0,20.0,805.0,105.2,20.0,20.0,85.8,77.5,20.0,91.9,136.5,138.3,95.4,20.0,276.4,20.0,292.8,20.0,3939.3,182.0,127.9,20.0,517.0,70.6,1898.9,20.0,20.0,89.6,20.0,20.0,233.8,64.1,211.9,20.0,20.0,20.0,20.0,20.0,97.5,20.0,20.0,20.0,20.0
94,20.0,20.0,68.3,20.0,20.0,564.8,20.0,233.8,20.0,20.0,185.0,52.1,823.6,34.0,20.0,137.4,20.0,238.4,122.7,20.0,241.0,115.8,20.0,88.8,20.0,20.0,99.4,85.3,229.8,20.0,282.6,167.1,84.0,20.0,203.1,79.9,20.0,20.0,20.0,230.3,20.0,57.7,20.0,20.0,20.0,20.0,20.0
95,500.2,632.7,141.4,221.2,20.0,1124.8,1154.6,133.6,20.0,20.0,278.6,72.3,20.0,151.5,20.0,139.6,222.0,2629.6,20.0,56.0,147.4,251.9,3857.4,133.8,112.7,20.0,490.0,230.4,1456.0,20.0,691.6,20.0,149.9,20.0,230.8,85.1,22.5,20.0,20.0,20.0,20.0,35.0,119.3,20.0,20.0,20.0,20.0
96,20.0,590.2,332.8,286.3,20.0,20.0,740.7,66.1,474.5,484.9,123.3,28.9,1395.1,174.6,325.2,121.4,193.3,1234.6,165.6,90.5,287.6,20.0,20.0,203.2,20.0,20.0,622.8,58.6,207.0,1278.5,156.0,156.6,20.0,20.0,115.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,84.7,20.0,20.0,20.0,20.0
97,610.2,20.0,20.0,377.8,20.0,20.0,934.3,44.9,20.0,20.0,20.0,20.0,550.9,51.6,20.0,151.9,136.5,83.4,120.1,33.2,293.2,20.0,20.0,43.8,86.4,594.9,20.0,165.7,79.0,1221.6,54.7,106.1,20.0,20.0,226.2,89.4,20.0,20.0,20.0,20.0,20.0,133.4,20.0,20.0,20.0,20.0,20.0
98,20.0,20.0,155.7,370.7,311.3,20.0,20.0,120.5,20.0,20.0,346.9,27.0,1321.3,20.0,516.5,63.9,20.0,20.0,144.5,318.6,162.1,20.0,2597.0,279.3,142.5,86.0,20.0,140.9,228.8,20.0,340.2,135.3,129.4,20.0,252.3,46.6,20.0,20.0,20.0,20.0,20.0,20.0,40.8,20.0,20.0,20.0,20.0
99,20.0,20.0,187.3,292.3,433.8,20.0,20.0,104.6,20.0,20.0,262.7,59.0,1397.5,20.0,380.2,52.6,251.9,20.0,148.4,72.7,273.2,20.0,2481.2,254.2,114.8,23.7,20.0,176.3,512.6,20.0,322.9,147.4,143.9,20.0,284.2,20.0,20.0,20.0,20.0,20.0,20.0,49.4,41.4,20.0,20.0,20.0,20.0
100,617.2,410.7,20.0,346.4,354.2,884.8,862.2,73.7,309.5,480.5,71.8,47.4,709.0,156.6,20.0,236.4,262.1,287.7,467.6,52.3,183.4,20.0,2356.6,137.4,81.8,1834.0,566.6,60.4,1133.4,519.2,565.7,190.2,72.5,20.0,223.4,53.4,20.0,20.0,20.0,20.0,20.0,51.5,87.6,20.0,20.0,20.0,20.0
101,20.0,436.4,311.8,20.0,20.0,751.4,608.5,89.9,430.0,20.0,224.2,38.9,1409.8,77.1,520.0,20.0,160.3,168.9,526.6,106.6,269.9,344.5,3300.1,482.2,122.0,845.0,118.3,133.1,1014.0,1296.8,564.5,104.3,32.9,20.0,224.8,48.8,20.0,20.0,20.0,20.0,20.0,69.3,73.1,20.0,20.0,20.0,20.0
102,20.0,20.0,108.8,20.0,431.1,524.4,882.0,111.6,436.7,497.4,69.3,28.0,20.0,40.7,20.0,20.0,20.0,3947.6,304.4,338.2,233.2,311.3,2509.2,265.5,63.7,2529.7,694.2,147.5,1630.8,1045.1,976.9,134.4,113.5,20.0,194.3,20.0,20.0,1565.0,20.0,20.0,20.0,20.0,151.4,20.0,20.0,20.0,20.0
103,144.3,455.8,90.2,385.8,321.5,1199.7,542.6,93.7,434.8,480.5,199.2,20.0,839.0,225.0,443.1,39.6,68.5,1951.0,245.8,31.3,312.6,20.0,1006.9,200.1,106.6,3333.7,615.6,188.9,1888.6,924.7,786.4,103.0,26.1,20.0,278.6,22.2,20.0,2303.7,20.0,20.0,346.2,20.0,20.0,20.0,20.0,20.0,468.2
104,203.1,411.6,73.1,367.4,478.0,20.0,599.4,70.8,489.7,502.5,88.4,86.8,1186.3,20.0,343.6,49.2,91.9,3272.7,390.6,32.0,20.0,297.2,1775.4,196.1,61.9,3718.7,368.4,208.3,2303.9,903.3,20.0,121.0,47.7,20.0,312.2,30.1,20.0,20.0,20.0,20.0,352.9,20.0,20.0,20.0,20.0,20.0,831.3
105,287.7,20.0,51.6,77.5,421.8,20.0,20.0,91.4,20.0,20.0,88.4,20.0,742.9,75.4,20.0,121.9,83.4,20.0,206.3,110.7,20.0,177.4,1824.9,131.4,20.0,20.0,587.0,182.6,350.3,20.0,273.1,88.9,86.6,20.0,235.7,20.0,28.9,20.0,20.0,20.0,20.0,20.0,40.4,20.0,20.0,20.0,732.7
106,20.0,20.0,129.8,20.0,20.0,20.0,20.0,158.6,20.0,20.0,117.7,20.0,954.6,97.1,428.8,156.1,20.0,1715.5,715.3,313.1,277.3,188.3,2959.0,203.1,101.6,3513.2,578.2,158.0,873.7,20.0,463.3,118.8,31.5,20.0,299.1,20.0,20.0,2482.7,20.0,20.0,20.0,28.5,20.0,20.0,20.0,20.0,20.0
107,281.5,20.0,20.0,375.2,398.0,577.9,20.0,90.6,20.0,20.0,318.6,20.0,20.0,20.0,20.0,118.8,159.3,1382.0,212.9,114.1,261.2,313.4,4433.8,245.7,94.4,5278.0,543.5,132.1,1167.6,20.0,722.6,20.0,32.7,20.0,88.3,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
108,489.1,314.8,176.7,140.1,20.0,515.4,549.6,74.1,20.0,632.8,132.1,20.0,688.7,20.0,20.0,89.6,173.4,3910.9,20.0,46.5,328.9,144.9,3014.1,812.4,115.0,5969.3,260.0,378.4,1653.3,881.1,1160.7,20.0,107.7,20.0,178.2,45.9,20.0,2264.6,20.0,20.0,20.0,20.0,37.4,20.0,20.0,20.0,20.0
109,20.0,376.3,210.4,279.3,493.6,20.0,949.4,95.8,373.5,504.4,99.4,21.4,1072.3,20.0,20.0,106.9,20.0,1644.1,248.9,149.5,120.5,20.0,4598.1,526.2,20.0,2329.7,20.0,331.7,1013.6,962.4,537.7,20.0,20.0,20.0,214.2,27.3,20.0,20.0,20.0,20.0,20.0,20.0,54.9,20.0,20.0,20.0,20.0
110,421.1,343.8,29.9,20.0,20.0,207.3,982.2,93.0,158.4,583.8,108.3,20.0,791.5,115.8,273.2,134.9,75.1,3055.0,375.1,148.7,20.0,151.4,4824.0,20.0,121.1,20.0,133.6,203.4,20.0,1098.9,20.0,66.5,24.7,20.0,145.6,65.9,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
111,173.8,126.3,20.0,191.7,162.1,20.0,329.8,44.1,175.1,296.9,77.2,20.0,898.8,20.0,235.3,134.0,20.0,1213.0,104.5,57.7,293.9,20.0,2700.8,251.0,95.6,1071.9,20.0,77.3,884.0,473.3,462.0,58.6,20.0,20.0,20.0,46.7,20.0,20.0,20.0,20.0,20.0,50.5,122.5,20.0,20.0,20.0,566.5
112,554.7,436.6,75.8,20.0,505.5,675.0,680.7,109.2,360.8,412.9,180.7,138.4,1193.7,212.8,20.0,571.6,207.7,2674.8,549.6,20.0,212.2,317.7,3634.5,534.7,89.1,5326.7,738.9,20.0,1322.6,884.6,1178.4,94.5,71.1,236.0,166.1,42.2,20.0,20.0,20.0,207.0,20.0,22.7,28.7,20.0,20.0,20.0,20.0
113,154.7,493.9,69.9,140.5,279.4,1090.3,587.4,70.2,300.5,479.5,55.8,189.5,20.0,83.7,413.3,77.2,141.3,902.3,434.6,147.8,316.3,271.6,3490.7,20.0,123.4,4902.2,483.1,269.3,20.0,878.5,20.0,123.6,39.8,20.0,134.0,55.1,20.0,20.0,20.0,20.0,20.0,20.0,25.5,20.0,20.0,20.0,836.9
114,20.0,20.0,304.5,361.0,338.1,991.9,20.0,99.7,20.0,20.0,220.5,62.2,1050.4,114.8,20.0,20.0,20.0,533.2,424.2,113.6,144.1,20.0,3422.9,291.9,80.9,857.3,517.7,20.0,189.6,20.0,476.4,143.8,154.9,20.0,42.6,21.4,20.0,20.0,20.0,20.0,20.0,20.0,134.4,20.0,20.0,20.0,369.2
115,325.1,585.9,155.5,20.0,20.0,1138.7,941.0,93.4,406.5,619.8,131.0,93.7,1342.2,72.9,376.1,228.4,174.0,4073.1,378.7,101.5,189.4,121.1,4802.4,554.8,124.5,3856.7,487.6,387.0,20.0,1005.7,1185.6,121.5,95.7,20.0,209.3,20.0,266.6,20.0,20.0,20.0,20.0,20.0,52.2,20.0,20.0,20.0,20.0
116,122.3,591.8,44.7,20.0,20.0,1168.0,775.4,48.2,20.0,473.3,132.1,20.0,20.0,20.0,272.6,187.8,73.4,1039.4,20.0,136.7,281.4,316.9,2102.4,20.0,96.0,609.9,611.7,127.6,20.0,787.2,20.0,20.0,28.7,20.0,222.4,20.0,20.0,2452.3,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
117,158.9,100.2,20.0,200.8,415.3,785.7,375.0,111.3,277.5,450.7,91.9,224.4,1455.7,230.2,330.2,177.1,124.9,1416.9,826.5,171.0,239.7,199.1,1763.3,20.0,20.0,3549.8,20.0,92.1,1235.0,633.0,839.2,128.5,128.4,20.0,168.2,20.0,616.7,1464.8,20.0,20.0,20.0,20.0,46.9,20.0,20.0,20.0,731.9
118,192.3,603.4,20.0,304.4,406.5,961.8,668.2,157.8,441.9,507.6,268.7,172.6,902.2,20.0,20.0,279.9,167.0,235.4,285.5,20.0,20.0,275.2,1458.1,545.0,141.1,3142.6,20.0,124.4,20.0,982.7,20.0,110.6,123.6,20.0,220.6,20.0,20.0,2108.5,20.0,20.0,20.0,147.8,20.0,20.0,20.0,20.0,561.1
119,328.7,652.4,20.0,308.2,467.7,1028.0,954.8,218.8,20.0,20.0,94.3,197.6,1263.3,20.0,20.0,278.9,125.3,859.7,266.1,20.0,20.0,264.4,2260.8,533.7,20.0,20.0,719.6,254.9,20.0,1147.6,20.0,133.2,123.6,20.0,20.0,29.8,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,366.1
120,305.0,481.8,20.0,402.7,454.5,20.0,510.1,204.0,20.0,509.5,123.4,46.1,1332.5,151.3,325.8,354.6,121.0,2193.9,169.2,47.2,20.0,20.0,3351.0,216.4,99.4,3317.7,545.7,137.0,807.1,766.7,398.6,116.8,161.2,20.0,221.3,23.3,20.0,1776.9,20.0,20.0,20.0,20.0,29.8,20.0,20.0,20.0,20.0
121,452.0,602.0,20.0,166.9,20.0,20.0,709.0,200.8,20.0,20.0,151.0,114.4,1561.3,142.4,319.2,221.1,171.0,2212.3,92.5,20.0,183.7,20.0,4284.8,152.9,73.1,3330.9,528.9,53.3,1182.5,958.2,528.7,110.2,20.0,20.0,158.1,40.3,20.0,20.0,20.0,20.0,20.0,32.0,20.0,20.0,20.0,20.0,20.0
122,20.0,563.6,251.5,20.0,489.4,1052.8,881.2,102.5,515.6,20.0,88.4,22.5,863.3,121.2,297.3,65.3,137.5,1172.3,168.1,20.0,180.7,160.1,2941.6,227.7,94.5,4363.4,20.0,242.6,2273.1,1070.1,929.5,95.6,69.5,20.0,215.8,20.0,20.0,2384.7,20.0,20.0,20.0,20.0,116.3,20.0,20.0,20.0,879.2
123,20.0,20.0,20.0,20.0,20.0,256.1,20.0,54.2,20.0,20.0,181.5,131.9,949.0,87.3,457.3,333.7,216.5,2011.9,866.6,265.4,210.6,238.9,4113.9,408.6,133.1,20.0,176.1,296.1,2263.1,20.0,1309.7,20.0,36.9,20.0,145.8,38.6,20.0,20.0,20.0,20.0,20.0,20.0,29.5,20.0,20.0,20.0,20.0
124,20.0,20.0,20.0,364.3,20.0,276.8,20.0,57.3,20.0,20.0,123.9,85.6,899.4,94.4,431.8,351.9,213.1,2124.0,870.0,298.8,278.0,236.7,3802.8,423.6,136.5,20.0,179.8,263.5,1994.2,20.0,1124.6,20.0,56.5,20.0,264.5,30.1,21.3,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
125,307.9,650.3,88.8,20.0,440.6,20.0,20.0,86.4,433.6,20.0,59.6,20.0,20.0,83.3,378.1,174.6,119.0,20.0,20.0,164.7,20.0,198.4,2293.0,332.1,138.7,2745.4,600.4,125.4,2262.6,20.0,20.0,180.0,104.6,20.0,195.8,109.9,20.0,2380.8,20.0,20.0,20.0,95.2,20.0,20.0,20.0,20.0,20.0
126,443.7,20.0,20.0,178.4,571.5,207.9,20.0,66.0,20.0,20.0,127.3,27.3,461.2,56.2,20.0,63.7,105.7,2635.1,173.7,79.3,20.0,20.0,2850.3,57.0,20.0,20.0,272.3,219.5,34.2,20.0,158.8,85.2,20.0,20.0,192.7,41.1,20.5,20.0,20.0,20.0,20.0,20.0,163.8,20.0,20.0,20.0,20.0
127,114.7,604.4,146.0,20.0,382.2,20.0,703.5,54.1,526.9,432.0,95.1,20.0,20.0,248.5,330.0,543.6,128.7,903.6,805.2,102.7,302.2,241.1,3557.7,752.1,113.7,1358.3,448.8,141.6,20.0,918.0,20.0,20.0,85.4,20.0,174.0,26.1,20.0,20.0,20.0,20.0,20.0,44.3,20.0,20.0,20.0,20.0,20.0
128,20.0,20.0,34.0,20.0,329.4,396.9,20.0,94.8,523.9,20.0,86.8,58.1,1252.0,145.9,430.1,363.2,20.0,302.2,499.8,213.2,335.8,126.3,2627.9,573.6,65.4,1055.3,501.6,186.7,1616.3,1280.0,679.6,115.6,68.6,20.0,309.5,20.0,20.0,2235.5,20.0,20.0,20.0,143.2,20.0,20.0,20.0,20.0,20.0
129,216.3,444.9,128.7,20.0,499.7,365.5,822.1,91.0,20.0,402.1,171.7,119.9,1000.6,161.7,538.4,20.0,134.5,1823.6,564.1,343.6,252.7,221.4,2362.2,856.0,90.1,2423.3,600.1,302.0,20.0,630.4,20.0,168.9,78.2,20.0,128.3,20.0,20.0,1735.8,20.0,20.0,20.0,124.7,20.0,20.0,20.0,20.0,20.0
130,166.4,613.7,77.2,310.6,504.4,788.0,20.0,83.1,20.0,20.0,190.4,139.4,816.2,168.4,20.0,146.9,131.0,977.3,20.0,113.0,225.0,165.5,3179.2,618.3,82.9,2324.8,737.1,140.8,1624.4,903.8,630.0,108.0,85.0,20.0,142.3,20.0,20.0,2394.3,20.0,20.0,20.0,49.2,103.8,20.0,20.0,397.1,20.0
131,372.3,20.0,62.4,20.0,20.0,773.7,20.0,58.4,20.0,20.0,175.6,138.9,1501.0,126.1,20.0,332.5,167.4,1101.9,526.6,266.3,184.5,217.0,3620.2,589.1,87.7,2857.4,279.2,303.8,1421.0,20.0,573.0,20.0,32.6,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,126.2,20.0,20.0,20.0,393.4,20.0
132,107.9,377.9,355.8,144.8,361.5,20.0,405.6,49.6,442.4,381.0,68.0,20.0,1237.2,20.0,521.2,56.6,235.6,1231.3,969.7,20.0,176.2,185.5,4741.3,495.8,98.6,3196.0,572.1,100.0,20.0,897.4,20.0,81.7,20.0,20.0,273.9,73.3,110.9,20.0,20.0,20.0,20.0,167.5,20.0,20.0,20.0,331.4,626.1
133,454.2,353.3,20.0,84.0,378.5,20.0,609.6,220.3,389.2,574.0,222.8,20.0,609.8,20.0,469.8,21.3,60.0,605.0,66.1,23.6,124.9,20.0,2193.1,276.5,69.4,4018.0,20.0,359.3,547.1,849.9,320.5,84.8,102.2,20.0,251.7,20.0,20.0,20.0,20.0,20.0,343.0,173.9,20.0,20.0,20.0,20.0,513.4
134,155.9,405.5,20.0,183.9,282.3,20.0,494.6,83.8,238.8,439.8,206.5,224.4,20.0,155.3,359.9,105.1,241.9,1092.5,461.5,122.7,270.1,296.6,2987.5,406.1,100.3,20.0,545.6,100.4,20.0,579.2,20.0,150.8,24.2,20.0,278.9,46.3,123.2,2026.6,20.0,20.0,20.0,69.0,91.6,20.0,20.0,312.8,20.0
135,400.1,20.0,92.3,20.0,20.0,586.3,1181.1,26.5,485.2,20.0,160.6,85.5,1358.8,121.0,20.0,215.9,20.0,2848.6,131.5,131.5,266.2,225.2,20.0,194.8,91.8,20.0,128.7,58.8,992.0,991.9,796.5,106.2,25.8,20.0,204.7,24.5,20.0,20.0,20.0,20.0,20.0,20.0,62.2,20.0,20.0,20.0,20.0
136,409.8,383.2,366.7,20.0,103.3,724.2,573.5,35.0,420.5,492.5,140.5,128.3,781.8,20.0,102.3,188.4,162.3,449.3,316.5,36.2,20.0,20.0,4139.8,249.6,107.1,2778.4,348.9,69.1,20.0,1012.9,20.0,77.8,102.7,20.0,278.6,20.0,20.0,20.0,20.0,20.0,20.0,20.0,48.1,20.0,20.0,20.0,386.0
137,208.4,547.4,558.0,20.0,541.9,20.0,1156.8,77.6,431.5,610.3,41.0,20.0,1053.3,20.0,156.9,159.1,106.7,20.0,67.5,20.2,185.6,208.8,4390.6,223.5,87.1,20.0,306.9,68.0,2347.2,963.4,20.0,73.3,41.3,20.0,243.4,31.3,36.2,20.0,20.0,20.0,20.0,45.9,20.0,20.0,20.0,20.0,642.7
138,191.2,641.6,30.1,142.9,320.3,901.9,690.5,38.0,338.0,532.8,20.0,20.0,1500.5,20.0,229.4,44.2,83.7,1729.4,20.0,99.9,308.3,20.0,1192.1,178.1,124.9,4191.4,20.0,100.3,1123.6,1002.6,890.0,57.1,64.9,20.0,316.2,20.0,20.0,20.0,20.0,20.0,20.0,20.0,64.3,20.0,20.0,20.0,20.0
